23;335;Chantier avenue Lemonnier;440;2009-07-02T18:23:46.270Z;2009-07-03T01:54:18.457Z;2009-07-04T06:31:52.270Z
24;494;Suite de l'installation rue Alves;748;2012-01-28T20:46:51.566Z;2012-02-01T10:29:02.839Z;2012-02-08T14:50:09.566Z
25;479;Chantier chemin Vallet;126;2007-11-06T20:38:52.776Z;2007-11-07T11:33:37.857Z;2007-11-07T13:26:16.776Z
26;485;Chantier boulevard Richard;862;2012-01-30T03:28:48.613Z;2012-02-04T10:33:08.245Z;2012-02-14T05:33:36.613Z
27;861;Rénovation boulevard Lebrun;346;2009-06-19T09:06:28.488Z;2009-06-19T18:26:15.667Z;2009-06-24T06:16:22.488Z
28;17;Chantier rue Joseph;938;2005-02-28T01:20:58.092Z;2005-03-03T16:03:04.345Z;2005-03-08T01:42:16.092Z
29;6;Chantier boulevard Leleu;664;2009-05-23T23:08:31.584Z;2009-05-25T17:29:25.631Z;2009-06-04T10:43:01.584Z
30;549;Chantier chemin Gaudin;171;2011-06-28T03:56:19.004Z;2011-06-29T08:57:52.510Z;2011-07-02T17:26:19.004Z
31;586;Suite de l'installation rue Millet;103;2009-03-08T09:30:25.316Z;2009-03-11T02:41:52.398Z;2009-03-14T16:58:55.316Z
32;605;Chantier rue Fabre;411;2008-10-21T12:17:02.542Z;2008-10-24T09:47:55.026Z;2008-10-24T20:35:02.542Z
33;989;Plan d'équipement chemin Monnier;890;2014-01-06T08:06:41.304Z;2014-01-06T15:50:51.106Z;2014-01-15T19:30:23.304Z
34;45;Chantier rue Martins;688;2012-11-21T22:46:43.650Z;2012-12-03T14:38:48.272Z;2012-12-05T08:20:37.650Z
35;75;Chantier rue Lemaitre;577;2012-08-31T13:44:49.291Z;2012-09-04T13:37:53.502Z;2012-09-08T04:14:49.291Z
36;964;Rénovation rue Devaux;751;2013-07-29T03:24:19.886Z;2013-08-01T19:31:26.283Z;2013-08-11T16:15:19.886Z
37;953;Mise au normes avenue Le Roux;253;2007-08-14T13:41:00.176Z;2007-08-24T12:32:06.791Z;2007-08-25T22:20:18.176Z
38;900;Rénovation boulevard Fontaine;818;2012-12-21T07:32:41.481Z;2012-12-26T19:10:38.685Z;2012-12-28T05:59:05.481Z
39;842;Solution d'équipement rue Didier;504;2007-02-03T04:37:09.531Z;2007-02-07T23:46:00.906Z;2007-02-08T12:00:15.531Z
40;967;Chantier chemin Mallet;587;2010-07-05T00:13:01.642Z;2010-07-11T00:00:14.989Z;2010-07-18T23:39:07.642Z
41;99;Chantier avenue Grondin;279;2008-06-14T23:04:23.298Z;2008-06-16T04:35:47.678Z;2008-06-17T04:21:47.298Z
42;102;Chantier boulevard Berger;262;2013-06-26T02:16:08.385Z;2013-07-04T16:26:31.653Z;2013-07-06T13:23:20.385Z
43;793;Chantier rue Joseph;432;2012-06-19T23:35:28.747Z;2012-06-24T23:49:04.991Z;2012-07-02T13:48:40.747Z
44;13;Nouvelle installation rue Jacques;822;2008-05-30T23:15:53.402Z;2008-06-02T10:41:29.185Z;2008-06-08T16:24:35.402Z
45;192;Mise en comformité rue Dijoux;649;2005-06-25T02:22:01.463Z;2005-06-25T09:43:52.989Z;2005-07-09T10:55:37.463Z
46;478;Installation rue Lenoir;113;2014-02-16T10:40:06.085Z;2014-02-17T11:26:44.833Z;2014-02-22T18:52:24.085Z
47;913;Rénovation rue Bertin;474;2012-04-19T06:18:14.653Z;2012-04-20T04:09:16.671Z;2012-05-02T07:28:26.653Z
48;395;Rénovation boulevard Dias;724;2012-12-11T09:02:25.181Z;2012-12-16T03:06:31.031Z;2012-12-20T17:09:01.181Z
49;75;Chantier rue Noel;990;2007-06-11T09:15:10.085Z;2007-06-18T12:38:52.808Z;2007-06-21T17:05:16.085Z
50;266;Chantier avenue Lebrun;519;2013-05-17T06:22:38.862Z;2013-05-20T13:47:34.724Z;2013-05-21T05:38:32.862Z
51;28;Chantier boulevard Delannoy;121;2013-01-14T21:44:46.592Z;2013-01-15T01:57:44.499Z;2013-01-23T11:36:22.592Z
52;364;Ravallement boulevard Duhamel;295;2006-05-30T06:38:07.070Z;2006-05-31T00:31:16.867Z;2006-06-03T10:16:49.070Z
53;882;Plan d'équipement boulevard Leroy;484;2012-02-19T15:30:43.169Z;2012-02-20T04:55:17.154Z;2012-02-20T11:57:07.169Z
54;781;Solution d'équipement avenue Lagarde;706;2010-10-06T05:10:34.553Z;2010-10-06T16:36:51.627Z;2010-10-17T11:16:34.553Z
55;967;Chantier rue Langlois;951;2006-06-15T02:14:49.421Z;2006-06-20T08:31:10.398Z;2006-06-22T05:25:55.421Z
56;186;Mise en comformité chemin Goncalves;596;2007-06-03T14:40:52.026Z;2007-06-04T11:12:11.283Z;2007-06-14T01:48:04.026Z
57;458;Rénovation rue Marchand;802;2007-06-21T17:24:13.707Z;2007-06-22T20:32:19.018Z;2007-06-22T23:41:55.707Z
58;816;Chantier boulevard Michaud;312;2007-06-08T21:06:20.811Z;2007-06-20T05:33:59.220Z;2007-06-23T06:23:44.811Z
59;705;Nouvelle installation chemin Normand;994;2013-08-27T02:20:31.647Z;2013-09-01T07:12:13.141Z;2013-09-02T06:53:49.647Z
60;261;Ravallement boulevard Sauvage;712;2012-01-04T03:10:40.565Z;2012-01-05T17:12:19.937Z;2012-01-06T14:40:22.565Z
61;432;Chantier rue Sanchez;559;2010-09-20T17:52:15.104Z;2010-09-23T12:46:50.942Z;2010-10-01T09:00:21.104Z
62;45;Chantier rue Guibert;471;2013-09-11T05:27:37.452Z;2013-09-11T14:34:23.099Z;2013-09-18T19:13:49.452Z
63;936;Rénovation chemin Lecomte;806;2014-03-17T17:53:18.994Z;2014-03-17T18:45:44.037Z;2014-03-24T20:20:36.994Z
64;840;Mise au normes rue Gauthier;175;2006-04-13T03:06:06.273Z;2006-04-15T13:49:55.982Z;2006-04-16T14:41:12.273Z
65;79;Plan d'équipement rue Dupre;402;2013-01-05T09:41:57.770Z;2013-01-17T01:23:42.896Z;2013-01-17T09:41:03.770Z
66;703;Suite de l'installation avenue Mallet;832;2009-03-27T03:46:11.836Z;2009-03-31T23:51:05.425Z;2009-04-09T20:16:11.836Z
67;656;Chantier rue Wagner;763;2006-03-12T05:04:40.238Z;2006-03-12T16:41:19.697Z;2006-03-19T08:37:40.238Z
68;715;Rénovation rue Renard;790;2012-06-12T07:00:27.148Z;2012-06-13T04:52:18.504Z;2012-06-14T00:58:57.148Z
69;976;Mise au normes boulevard Tanguy;328;2007-06-27T05:34:51.220Z;2007-07-04T05:28:27.916Z;2007-07-06T19:31:51.220Z
70;143;Nouvelle installation avenue Fernandes;385;2009-08-11T18:39:26.028Z;2009-08-19T10:51:21.879Z;2009-08-25T15:54:08.028Z
71;661;Chantier rue Poulain;297;2006-09-27T23:41:19.033Z;2006-09-28T19:00:19.729Z;2006-10-06T17:55:43.033Z
72;402;Rénovation rue Chauvin;163;2012-05-15T22:02:36.850Z;2012-05-18T07:02:30.780Z;2012-05-27T07:47:36.850Z
73;343;Installation rue Guyon;712;2008-03-22T18:16:15.174Z;2008-03-23T02:03:03.718Z;2008-03-23T15:04:33.174Z
74;66;Solution d'équipement rue Barre;205;2010-08-24T15:05:34.742Z;2010-08-24T18:19:54.322Z;2010-08-25T07:52:58.742Z
75;347;Mise au normes chemin Ramos;580;2009-12-25T16:22:32.224Z;2009-12-29T16:14:20.327Z;2010-01-05T07:08:44.224Z
76;975;Mise au normes rue Picard;640;2005-05-03T12:36:08.440Z;2005-05-10T13:30:09.059Z;2005-05-16T00:37:56.440Z
77;30;Ravallement rue Jourdan;358;2013-10-18T19:02:05.659Z;2013-10-25T09:31:09.509Z;2013-10-26T23:24:17.659Z
78;394;Plan d'équipement rue Mercier;941;2005-05-25T20:40:40.841Z;2005-05-31T19:44:43.977Z;2005-06-02T04:36:28.841Z
79;745;Chantier avenue Guyot;805;2010-01-14T05:52:53.570Z;2010-01-15T12:21:15.502Z;2010-01-19T12:54:05.570Z
80;418;Construction rue Carlier;437;2013-08-15T15:30:48.620Z;2013-08-17T06:17:53.189Z;2013-08-17T13:30:12.620Z
81;695;Solution d'équipement boulevard Begue;414;2009-01-14T02:01:11.538Z;2009-01-21T17:47:26.653Z;2009-01-24T08:01:47.538Z
82;510;Chantier rue Mahe;120;2007-07-01T21:12:05.191Z;2007-07-05T10:11:32.137Z;2007-07-06T06:19:17.191Z
83;952;Installation avenue Blondel;275;2006-08-23T02:27:17.402Z;2006-08-26T16:03:10.503Z;2006-09-04T10:28:11.402Z
84;271;Mise au normes chemin Fournier;651;2010-11-18T04:26:31.090Z;2010-11-18T15:03:03.913Z;2010-11-29T05:25:55.090Z
85;652;Mise en comformité rue Nguyen;618;2014-04-02T05:28:00.567Z;2014-04-10T03:20:25.228Z;2014-04-10T12:01:36.567Z
86;457;Chantier chemin Delahaye;839;2013-10-13T05:43:38.247Z;2013-10-13T06:13:22.141Z;2013-10-20T21:41:14.247Z
87;169;Solution d'équipement boulevard Roussel;548;2008-08-12T15:04:30.383Z;2008-08-16T22:48:18.955Z;2008-08-22T02:06:18.383Z
88;980;Rénovation boulevard Bigot;226;2009-01-18T08:03:08.402Z;2009-01-23T09:27:23.815Z;2009-01-25T15:15:08.402Z
89;513;Mise en comformité boulevard Philippe;358;2007-12-14T01:44:30.200Z;2007-12-14T09:26:15.243Z;2007-12-21T06:45:06.200Z
90;789;Nouvelle installation avenue Coste;807;2007-05-29T17:39:48.676Z;2007-05-30T21:34:16.516Z;2007-06-02T18:23:18.676Z
91;338;Construction rue Potier;772;2008-10-30T20:26:05.963Z;2008-11-03T01:52:16.419Z;2008-11-08T19:47:05.963Z
92;423;Chantier rue Descamps;633;2005-08-28T19:33:26.499Z;2005-08-31T01:23:58.687Z;2005-09-02T01:01:38.499Z
93;329;Plan d'équipement rue Martineau;404;2006-08-26T19:32:42.999Z;2006-08-27T15:25:40.821Z;2006-08-31T08:40:48.999Z
94;986;Chantier rue Delannoy;925;2005-02-06T18:02:24.091Z;2005-02-11T18:38:52.843Z;2005-02-20T12:00:00.091Z
95;252;Construction boulevard Guerin;570;2007-07-12T01:09:11.699Z;2007-07-19T10:12:57.839Z;2007-07-22T18:06:47.699Z
96;336;Rénovation chemin Gomez;757;2011-09-17T20:37:59.255Z;2011-09-18T06:21:44.308Z;2011-09-18T11:57:47.255Z
97;518;Nouvelle installation boulevard Brunel;944;2007-04-08T19:53:39.207Z;2007-04-10T11:16:02.334Z;2007-04-13T06:06:33.207Z
98;300;Rénovation rue Gosselin;545;2006-02-23T04:15:01.328Z;2006-03-07T17:07:57.155Z;2006-03-10T08:31:13.328Z
99;334;Mise en comformité rue Besnard;289;2012-01-05T17:52:07.012Z;2012-01-08T01:56:08.496Z;2012-01-13T21:52:25.012Z
100;687;Rénovation rue Lagarde;701;2007-12-01T18:25:43.856Z;2007-12-03T08:11:55.995Z;2007-12-03T09:07:07.856Z
101;315;Ravallement avenue Pascal;883;2009-07-01T02:59:26.834Z;2009-07-04T13:04:20.645Z;2009-07-10T12:11:44.834Z
102;630;Nouvelle installation avenue Leblanc;694;2014-03-27T11:18:36.788Z;2014-04-05T14:58:21.283Z;2014-04-10T02:42:54.788Z
103;520;Construction boulevard Delmas;757;2010-12-22T07:01:38.458Z;2010-12-29T01:51:07.306Z;2011-01-02T10:56:14.458Z
104;74;Chantier chemin Leduc;238;2010-05-06T03:00:02.783Z;2010-05-10T05:42:54.654Z;2010-05-13T23:42:20.783Z
105;727;Nouvelle installation avenue Bouchet;820;2013-09-16T05:45:14.855Z;2013-09-18T17:35:54.561Z;2013-09-21T13:08:20.855Z
106;580;Chantier chemin Pottier;105;2013-09-01T14:10:28.294Z;2013-09-08T00:23:12.842Z;2013-09-09T13:04:10.294Z
107;401;Construction chemin Chauvin;404;2012-11-28T07:57:59.780Z;2012-11-29T09:50:07.977Z;2012-12-11T08:46:17.780Z
108;907;Rénovation avenue Bodin;924;2006-08-10T14:36:14.982Z;2006-08-16T20:43:09.927Z;2006-08-19T03:22:08.982Z
109;400;Construction rue Faivre;111;2009-04-06T01:01:16.375Z;2009-04-06T04:35:08.721Z;2009-04-20T21:59:28.375Z
110;718;Mise en comformité chemin Guilbert;365;2009-07-19T02:31:30.559Z;2009-07-21T05:09:30.183Z;2009-08-01T12:05:24.559Z
111;11;Suite de l'installation boulevard Merle;439;2008-05-27T07:09:57.746Z;2008-05-30T12:44:25.537Z;2008-05-30T14:00:21.746Z
112;873;Chantier chemin Toussaint;762;2013-08-31T14:53:13.060Z;2013-09-01T01:50:20.187Z;2013-09-01T20:27:07.060Z
113;362;Rénovation rue Guichard;164;2012-04-04T05:09:15.821Z;2012-04-07T00:57:09.028Z;2012-04-11T22:56:21.821Z
114;826;Rénovation avenue Costa;835;2011-03-06T03:45:22.999Z;2011-03-19T01:01:13.245Z;2011-03-19T08:34:34.999Z
115;506;Mise en comformité rue Toussaint;797;2012-11-14T05:29:39.611Z;2012-11-16T01:11:30.756Z;2012-11-24T11:52:09.611Z
116;749;Rénovation chemin Alves;742;2013-10-14T20:40:47.728Z;2013-10-17T20:55:39.104Z;2013-10-18T18:29:05.728Z
117;817;Chantier rue Maillot;266;2013-03-09T11:17:59.768Z;2013-03-11T12:03:27.370Z;2013-03-20T19:35:23.768Z
118;719;Chantier chemin Blin;588;2008-04-16T06:07:58.223Z;2008-04-20T12:02:33.763Z;2008-04-27T03:06:28.223Z
119;634;Installation rue Louis;781;2014-01-30T05:17:00.735Z;2014-01-30T06:41:57.127Z;2014-01-30T08:34:06.735Z
120;878;Rénovation chemin Dias;890;2006-09-18T06:41:35.825Z;2006-09-28T16:17:48.462Z;2006-09-30T04:51:11.825Z
121;971;Chantier rue Lecoq;288;2013-10-27T17:50:05.501Z;2013-11-05T00:09:27.120Z;2013-11-11T00:12:17.501Z
122;358;Mise au normes chemin Texier;217;2010-06-04T14:40:20.591Z;2010-06-09T07:40:17.880Z;2010-06-19T01:25:20.591Z
123;578;Chantier chemin Begue;204;2008-12-27T13:34:19.192Z;2009-01-01T00:54:34.095Z;2009-01-02T21:02:49.192Z
124;290;Chantier chemin Fernandes;414;2006-08-26T20:01:36.746Z;2006-08-28T12:09:32.950Z;2006-08-29T07:31:18.746Z
125;233;Rénovation rue Da Costa;652;2007-08-26T13:25:40.854Z;2007-08-31T07:06:39.084Z;2007-08-31T12:03:10.854Z
126;664;Suite de l'installation rue Moreno;812;2007-07-25T03:15:55.467Z;2007-07-26T13:12:59.411Z;2007-07-28T22:52:49.467Z
127;570;Installation chemin Gay;610;2013-02-25T15:07:04.132Z;2013-02-28T07:56:35.430Z;2013-03-02T06:26:34.132Z
128;16;Mise en comformité rue Denis;506;2008-04-18T02:04:21.671Z;2008-04-21T18:07:08.916Z;2008-04-29T03:25:39.671Z
129;933;Installation chemin Vallee;225;2005-05-22T19:00:26.915Z;2005-05-27T00:03:36.229Z;2005-05-27T07:46:38.915Z
130;524;Rénovation rue Lecoq;729;2006-06-22T02:11:07.472Z;2006-06-22T08:44:09.261Z;2006-06-22T17:09:01.472Z
131;406;Rénovation avenue Guillaume;798;2012-11-16T18:57:21.577Z;2012-11-24T17:05:59.194Z;2012-11-25T19:02:09.577Z
132;560;Plan d'équipement avenue Huet;720;2007-07-29T12:04:05.020Z;2007-08-01T08:44:10.146Z;2007-08-01T13:47:53.020Z
133;321;Chantier rue Boulay;864;2013-07-18T10:57:18.636Z;2013-07-24T20:05:53.781Z;2013-08-02T13:24:00.636Z
134;660;Chantier rue Fernandez;859;2008-09-18T22:31:37.941Z;2008-09-19T16:48:53.271Z;2008-09-20T18:41:31.941Z
135;739;Plan d'équipement rue Thibault;765;2007-10-30T22:43:23.588Z;2007-11-02T13:57:06.362Z;2007-11-04T20:58:59.588Z
136;882;Chantier boulevard Buisson;124;2007-06-23T22:58:17.686Z;2007-06-27T11:13:58.406Z;2007-07-06T00:03:05.686Z
137;647;Suite de l'installation boulevard Gilles;748;2010-04-04T04:38:55.394Z;2010-04-06T10:07:12.209Z;2010-04-06T21:15:13.394Z
138;776;Chantier rue Baudry;124;2010-12-24T12:00:04.840Z;2010-12-26T10:50:24.942Z;2011-01-04T17:00:22.840Z
139;586;Solution d'équipement avenue Lemoine;658;2006-07-16T23:32:12.778Z;2006-07-18T05:36:46.787Z;2006-07-21T19:58:18.778Z
140;863;Solution d'équipement rue Lopez;694;2009-08-01T16:07:51.951Z;2009-08-07T22:34:32.381Z;2009-08-09T15:01:33.951Z
141;115;Chantier rue Leroux;918;2011-12-30T11:44:47.246Z;2011-12-31T12:34:05.641Z;2012-01-11T10:16:17.246Z
142;615;Chantier avenue Techer;715;2011-07-24T04:47:37.856Z;2011-07-28T13:11:23.087Z;2011-07-29T01:35:37.856Z
143;656;Construction boulevard Michaud;524;2011-03-07T19:38:05.719Z;2011-03-13T01:56:13.860Z;2011-03-13T18:20:59.719Z
144;237;Construction boulevard Bourgeois;510;2014-01-25T03:05:54.309Z;2014-01-27T06:00:58.666Z;2014-02-03T14:51:30.309Z
145;247;Nouvelle installation boulevard Moreno;600;2005-11-25T20:05:42.621Z;2005-11-26T18:57:41.388Z;2005-11-28T00:17:24.621Z
146;754;Construction chemin Gilles;293;2012-06-12T15:34:40.093Z;2012-06-20T05:38:41.638Z;2012-06-25T11:38:16.093Z
147;932;Rénovation avenue Weiss;378;2011-02-27T13:28:19.027Z;2011-03-11T11:04:44.075Z;2011-03-12T03:41:31.027Z
148;182;Solution d'équipement chemin Philippe;558;2007-09-04T12:30:39.958Z;2007-09-06T20:42:45.099Z;2007-09-06T22:54:39.958Z
149;19;Plan d'équipement rue Leger;668;2006-02-25T12:49:51.542Z;2006-02-25T17:27:44.003Z;2006-03-05T08:04:33.542Z
150;908;Nouvelle installation avenue Dijoux;688;2008-10-17T11:37:05.602Z;2008-10-21T12:51:41.752Z;2008-10-25T06:29:53.602Z
151;840;Chantier chemin Baudry;238;2013-03-15T20:21:47.702Z;2013-03-15T23:26:07.402Z;2013-03-15T23:38:53.702Z
152;182;Ravallement rue Laporte;270;2008-02-06T04:11:23.790Z;2008-02-09T05:45:36.855Z;2008-02-09T08:50:23.790Z
153;748;Rénovation rue Cordier;812;2006-12-12T23:02:38.037Z;2006-12-13T19:46:55.693Z;2006-12-22T11:32:02.037Z
154;434;Chantier chemin Thomas;524;2008-12-21T21:08:53.440Z;2008-12-22T19:01:23.576Z;2008-12-25T03:59:17.440Z
155;38;Solution d'équipement rue Courtois;186;2008-04-29T22:54:58.279Z;2008-05-04T09:03:35.499Z;2008-05-04T17:53:28.279Z
156;624;Chantier chemin Cousin;195;2006-01-13T23:33:16.452Z;2006-01-20T10:09:02.072Z;2006-01-20T21:37:46.452Z
157;469;Suite de l'installation rue Da Costa;998;2011-02-09T01:45:05.636Z;2011-02-09T05:37:13.830Z;2011-02-11T10:19:35.636Z
158;687;Rénovation chemin Clerc;990;2005-12-15T03:05:14.834Z;2005-12-18T13:13:48.607Z;2005-12-25T03:37:20.834Z
159;12;Ravallement chemin Andre;125;2013-08-02T14:54:57.152Z;2013-08-06T00:23:44.413Z;2013-08-11T10:58:51.152Z
160;931;Rénovation avenue Richard;591;2007-07-14T09:10:57.916Z;2007-07-23T21:42:01.165Z;2007-07-27T03:25:03.916Z
161;988;Suite de l'installation rue Jean;217;2012-11-26T00:25:34.742Z;2012-12-06T01:37:22.132Z;2012-12-07T06:31:34.742Z
162;368;Rénovation avenue Diaz;159;2012-05-26T08:44:31.865Z;2012-05-29T15:32:53.639Z;2012-06-02T19:35:31.865Z
163;926;Chantier avenue Boyer;947;2013-04-24T14:48:05.855Z;2013-05-02T20:39:26.649Z;2013-05-09T08:07:17.855Z
164;282;Rénovation avenue Begue;941;2009-09-21T01:00:41.361Z;2009-09-29T19:28:36.402Z;2009-10-06T02:43:35.361Z
165;609;Suite de l'installation rue Giraud;314;2013-02-14T15:27:10.366Z;2013-02-15T07:12:42.708Z;2013-02-18T16:32:34.366Z
166;297;Mise au normes boulevard Leger;324;2011-06-14T08:53:56.943Z;2011-06-25T17:47:04.040Z;2011-06-27T01:18:32.943Z
167;851;Chantier chemin Payet;426;2007-09-01T14:02:59.003Z;2007-09-02T09:18:55.245Z;2007-09-13T11:50:41.003Z
168;17;Installation rue Rousseau;798;2011-02-02T10:44:52.432Z;2011-02-04T16:58:57.753Z;2011-02-08T14:12:28.432Z
169;867;Construction rue Dumont;953;2012-07-25T21:34:03.250Z;2012-07-28T11:09:00.694Z;2012-08-01T15:59:33.250Z
170;44;Solution d'équipement boulevard Schneider;513;2008-09-11T07:02:08.817Z;2008-09-11T10:14:26.109Z;2008-09-12T18:04:32.817Z
171;740;Rénovation chemin Raymond;497;2005-04-24T23:32:51.040Z;2005-04-28T08:33:08.985Z;2005-04-29T07:12:27.040Z
172;108;Rénovation boulevard Riviere;430;2008-07-01T23:02:49.867Z;2008-07-03T08:45:09.579Z;2008-07-10T08:53:31.867Z
173;488;Plan d'équipement avenue Clement;892;2008-04-25T22:27:45.228Z;2008-05-01T16:30:44.908Z;2008-05-03T15:31:03.228Z
174;713;Ravallement avenue Chartier;436;2013-02-13T02:56:29.322Z;2013-02-14T20:27:41.890Z;2013-02-17T12:03:41.322Z
175;977;Construction avenue Foucher;817;2011-04-24T14:32:10.820Z;2011-04-25T14:35:56.187Z;2011-04-27T08:57:58.820Z
176;755;Mise en comformité rue Perrier;673;2005-11-26T22:05:45.046Z;2005-12-04T10:06:40.943Z;2005-12-09T06:28:33.046Z
177;195;Suite de l'installation chemin Parent;694;2008-07-30T00:13:15.967Z;2008-07-30T16:46:02.075Z;2008-08-03T10:26:09.967Z
178;525;Construction rue Dos Santos;397;2011-01-14T05:26:44.849Z;2011-01-15T03:23:51.146Z;2011-01-17T18:29:26.849Z
179;400;Chantier avenue Imbert;426;2006-08-11T21:20:38.889Z;2006-08-13T22:17:13.939Z;2006-08-19T18:02:56.889Z
180;436;Chantier boulevard Peltier;132;2013-05-14T03:37:06.885Z;2013-05-14T08:43:14.268Z;2013-05-16T04:09:48.885Z
181;670;Nouvelle installation rue Martinez;926;2005-10-23T15:24:54.757Z;2005-10-25T09:31:08.217Z;2005-11-02T07:11:24.757Z
182;88;Solution d'équipement boulevard Guillet;819;2009-04-22T11:13:16.103Z;2009-04-27T05:44:46.033Z;2009-04-27T19:20:10.103Z
183;756;Chantier chemin Courtois;890;2006-11-13T12:58:27.818Z;2006-11-14T14:45:14.723Z;2006-11-15T07:40:45.818Z
184;84;Rénovation rue Le Goff;488;2013-04-06T05:17:30.692Z;2013-04-09T15:36:06.488Z;2013-04-20T11:39:42.692Z
185;992;Chantier rue Paris;749;2006-05-22T09:10:52.406Z;2006-05-22T19:23:03.965Z;2006-06-06T00:18:40.406Z
186;662;Construction rue Brunel;948;2012-01-27T06:09:55.452Z;2012-01-29T04:08:18.014Z;2012-01-31T15:39:01.452Z
187;483;Solution d'équipement avenue Guyon;983;2012-03-28T19:38:26.694Z;2012-04-01T00:30:54.276Z;2012-04-09T13:03:20.694Z
188;122;Rénovation rue Roussel;448;2007-01-30T19:29:51.245Z;2007-01-31T08:49:53.326Z;2007-01-31T20:40:57.245Z
189;941;Rénovation chemin Lemoine;115;2013-02-26T02:29:28.386Z;2013-03-01T06:47:12.460Z;2013-03-06T01:01:16.386Z
190;304;Rénovation avenue Marchal;903;2010-10-25T06:40:26.041Z;2010-10-27T18:33:41.553Z;2010-10-31T02:50:02.041Z
191;438;Chantier avenue Leclercq;126;2008-04-08T11:00:59.756Z;2008-04-11T17:15:24.736Z;2008-04-21T06:20:47.756Z
192;255;Construction rue Bourdon;608;2006-10-07T05:51:23.517Z;2006-10-10T11:55:57.443Z;2006-10-13T14:47:29.517Z
193;251;Rénovation avenue Carpentier;808;2013-07-21T03:43:36.512Z;2013-07-24T11:49:57.341Z;2013-07-24T22:14:48.512Z
194;361;Ravallement avenue Navarro;725;2006-01-24T15:05:50.446Z;2006-01-25T18:02:15.321Z;2006-01-28T16:11:14.446Z
195;191;Construction rue Faivre;787;2012-05-04T03:02:57.890Z;2012-05-05T10:56:45.595Z;2012-05-08T00:51:15.890Z
196;366;Rénovation avenue Brunet;231;2013-03-07T00:58:25.292Z;2013-03-18T04:27:24.620Z;2013-03-20T21:07:25.292Z
197;666;Rénovation chemin Didier;215;2008-11-12T21:33:09.210Z;2008-11-15T02:34:43.653Z;2008-11-17T05:12:45.210Z
198;243;Rénovation rue Guillon;885;2010-09-09T16:01:42.944Z;2010-09-15T16:40:15.925Z;2010-09-24T01:19:06.944Z
199;799;Mise au normes rue Girard;180;2007-01-20T18:14:50.076Z;2007-01-23T22:52:47.389Z;2007-01-24T20:47:50.076Z
